identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines,x_umap_2D,mature_multimere_pred,full_multimere_pred,Dimeric,y_umap_2D,x_umap_3D,y_umap_3D,z_umap_3D,x_pca_3D,y_pca_3D,z_pca_3D,variance,x_tsne_2D,y_tsne_2D,x_tsne_3D,y_tsne_3D,z_tsne_3D
SP|P25678|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8.0,11.022832,2,,False,7.4947963,11.136632,8.067833,6.372783,-0.1157528974332366,-0.1261214728536779,0.0055752708897431,,24.54189,3.957885,-13.382806,0.58009464,7.9027605
SP|P62390|Naja_annulifera,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.068012,2,,False,1.7535954,9.2095585,2.4579184,4.3414173,-0.1268435112312479,0.7636991560637316,0.0548460738802925,,-3.2360747,49.173653,-0.8754797,21.03009,4.6652803
SP|P68417|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8.0,17.29791,2,,False,7.5812955,8.170024,10.802793,10.382445,-0.3908042385957289,-0.3562486966124006,0.2052481340360305,,24.864775,-33.419266,-13.603398,-15.204386,-2.1003141
SP|O93422|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,8.2555,1,1.0,False,13.913408,4.8271213,6.942537,3.7748375,-0.0254077545724346,0.0788688184257463,-0.2201859662065766,,-10.801336,5.15397,-0.11076154,5.021428,4.250059
SP|P60814|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,7.7039237,1,1.0,False,13.509816,5.5800943,6.206114,3.1494658,0.1513911940173828,0.16456590589416,-0.2955428290347338,,-11.696032,8.160634,2.3040838,7.377794,2.62363
SP|Q9YGI1|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,8.482404,2,2.0,False,13.627697,5.5074377,6.9448237,3.84937,-0.0012944893738786,0.1103935875430641,-0.1898658345976304,,-9.530144,6.3474264,0.5260491,5.5320463,5.185402
SP|Q9YGI4|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,7.641378,1,1.0,False,13.316784,5.5812025,6.539766,3.2613144,0.1508706944449346,0.1491733132095056,-0.3043242735913582,,-11.889663,7.717097,2.2693264,6.5521135,2.439084
TR|E2ITZ6|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,8.398215,1,1.0,False,13.971344,4.8536897,6.8399873,3.6366453,-0.0572826311195407,0.082152903981056,-0.2477718071405477,,-10.438042,4.8616104,-0.7003019,5.4627857,3.6985533
SP|P01442|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.645664,2,2.0,False,-0.3262453,10.481242,0.73728913,3.9497201,-0.2285104027664477,0.6509907480579326,0.0394558771138408,,2.7737718,39.87373,-2.9628162,17.861805,-3.4016616
SP|P01443|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.820132,2,1.0,False,-0.385938,10.893626,0.783892,3.9166849,-0.1969123060664424,0.5580191678249499,0.0279971823985923,,2.3175938,40.1028,-2.5569327,18.04018,-4.3818045
SP|P07525|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,11.590782,2,,False,0.6144915,9.538699,1.5777234,3.5187535,-0.1959252505217872,0.8234241633441736,0.0335110013318828,,2.6564715,44.969162,-2.372259,19.883673,-0.97053564
SP|P0DUK7|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.186452,2,,False,2.1166494,9.334018,2.641255,4.6316524,-0.1221616413699692,0.6950752774118237,-0.0320428771027852,,-3.6995914,47.856224,0.3294485,20.77429,3.7025611
SP|P49122|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,10.940816,2,2.0,False,1.7641039,9.284182,2.624489,4.4376426,-0.0783076823344922,0.6976521463594033,0.0180041498144126,,-3.7922788,49.460976,-0.50027835,20.759394,5.5310807
SP|P49123|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.684331,2,1.0,False,0.051715255,9.078874,1.3102962,3.3683484,-0.2671232359664167,0.8002521723068653,0.0117470772398854,,5.2444015,45.980022,-4.7964187,21.533766,-2.016527
SP|P60304|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.8077135,2,2.0,False,0.43339047,9.870125,0.30480304,3.771285,-0.2268224220962652,0.743324665778565,0.0702914702940826,,5.1125126,41.115314,-5.158806,18.590431,-3.70668
SP|P60306|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,13.147951,2,,False,-0.8489093,11.1862755,0.7339628,3.6021655,-0.3194817254979864,0.402536239020313,0.0546123686185138,,1.9542842,37.063618,-2.0007586,14.827283,-3.045179
SP|P60307|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.243125,2,,False,0.61138076,8.914414,1.8346078,3.5755773,-0.2292045691414259,0.9005485128311915,0.0440979326096029,,3.8152828,48.226017,-4.12386,22.261333,0.88791716
SP|P60308|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.092863,1,,False,0.39295176,8.89216,1.9024115,3.4970493,-0.2574938294080946,0.8556362767921181,0.0293644210008142,,3.9519303,48.7403,-3.649066,22.979677,0.49746922
SP|P60309|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.255135,1,,False,0.29142046,8.860529,1.7147503,3.4068868,-0.2587783041821409,0.9558070174850124,0.0595899074420339,,4.5141973,48.52602,-4.8887377,22.524118,0.9838201
SP|P60770|Naja_atra,Short-chain,Short-chain,,Secreted,MKT,8.0,17.076365,2,2.0,False,8.470341,8.0821705,11.532596,9.744713,-0.3958500316406545,-0.421110550047246,0.1830630431876996,,20.375439,-31.930498,-10.751106,-15.247139,-1.0102596
SP|P79810|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,13.058834,2,2.0,False,0.023231084,10.182906,0.38631824,3.7844777,-0.2542957008901629,0.609632549588248,0.0657441121764897,,4.6601887,40.09305,-4.8887196,17.370966,-3.5781841
SP|P80245|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.717131,2,1.0,False,0.08628088,9.126865,1.2717637,3.359692,-0.2921937331418156,0.8073366604886817,0.0578833009038548,,4.8679733,46.040604,-4.6870832,21.154072,-1.5728426
SP|P80958|Naja_atra,Short-chain,Short-chain,,Secreted,MKT,8.0,16.716509,2,2.0,False,7.86911,8.659577,10.743708,9.887749,-0.4254355618893713,-0.3226312426038246,0.2486327703624753,,24.70724,-32.04906,-13.843909,-13.668115,-1.9363655
SP|Q8UUK0|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,13.634875,2,2.0,False,-0.4868049,10.98543,0.8873024,3.415305,-0.2133208030021946,0.3655344400834259,0.1181181111626797,,3.8171782,34.743332,-4.8596196,13.635239,-5.0389166
SP|Q91124|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.216601,2,2.0,False,0.119134925,8.8029375,1.4817687,3.3121088,-0.2680491420354643,0.8590972675625537,0.0892195539817973,,4.9246187,47.50749,-5.2702847,21.516247,0.060871184
SP|Q91126|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.163492,2,2.0,False,2.0169747,9.371171,2.7826455,4.684843,-0.0852154574077602,0.6582806164930878,-0.0401235085422959,,-4.1838574,47.99738,0.54443175,20.084234,4.044851
SP|Q91135|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.8597765,2,2.0,False,0.33187646,9.816455,0.23669301,3.774284,-0.2386740917556599,0.74563846252542,0.0637507849046371,,5.333485,41.315914,-5.661446,18.365166,-3.1192286
SP|Q91136|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.9639,2,2.0,False,0.32865736,9.851077,0.33870322,3.79071,-0.259123494354082,0.7273091864603743,0.0854519123975665,,5.114306,41.540997,-5.3868012,18.969936,-3.2298086
SP|Q91137|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.245636,2,2.0,False,1.9432817,9.155063,2.7293184,4.714398,-0.0881592286650128,0.6609827680817426,-0.0195127001292279,,-4.0695696,48.17169,0.258458,20.412119,4.2979846
SP|Q98956|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,13.049117,2,2.0,False,0.43996623,9.94414,0.09927459,3.5682397,-0.2597288424659056,0.730701419922846,0.1175560245599682,,5.943502,41.097908,-6.204163,18.04617,-3.4545922
SP|Q98957|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.919967,2,2.0,False,0.08267965,10.291151,0.18423052,3.693361,-0.2376400822220095,0.6548037754364924,0.0733284761318227,,4.955616,40.276196,-4.821514,17.855722,-4.210895
SP|Q98958|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.759529,2,2.0,False,0.36611262,9.766188,0.37827638,3.7683296,-0.2187844185887397,0.7273155202981617,0.0716220211213671,,5.583432,41.171803,-5.761449,18.832325,-3.9421806
SP|Q98959|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.557961,2,1.0,False,0.39127588,9.003501,1.4321107,3.6611216,-0.236321391706051,0.8433169247791179,0.005211094833486,,3.5191183,46.473907,-3.7939448,20.673605,0.020209925
SP|Q98960|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.700049,1,1.0,False,0.13518266,9.504232,1.4189519,3.4411743,-0.2829959745511893,0.7790525100350724,0.0385905167373016,,4.0876074,45.54356,-4.308965,20.166286,-0.8573519
SP|Q98961|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.004307,2,2.0,False,-0.04312261,9.880293,1.1065327,3.503454,-0.2494678995576339,0.7301056717681541,0.0603717242586614,,2.8839374,44.07358,-2.7690375,19.21502,-1.4858651
SP|Q98962|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.530477,2,2.0,False,0.14236648,9.084729,1.4124758,3.180571,-0.2674597350117815,0.8309678216908486,0.0793858088342612,,4.956526,47.1657,-5.248204,21.18849,-0.2578017
SP|Q98965|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,12.151431,2,1.0,False,0.14792871,9.583455,0.86234266,3.591256,-0.226560031959964,0.689846774322378,-0.0007220801998057,,4.9627624,43.016743,-4.568843,20.453459,-3.2043548
SP|Q9W6W6|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,13.426775,2,1.0,False,-0.16970493,10.797238,0.61304474,3.2613082,-0.3858890844205876,0.4429526839701246,0.0782880918258971,,5.5201526,36.084167,-4.432975,14.161512,-2.3426461
SP|Q9W6W9|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8.0,12.530586,2,2.0,False,-0.085901685,10.411782,0.8591097,3.8392258,-0.1525217344882776,0.6694237469453097,0.0083466105683669,,2.1791365,40.578224,-2.4518137,18.657827,-4.1008506
SP|Q9W716|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.128315,2,2.0,False,2.0439014,9.398586,2.6085942,4.5616226,-0.074802167522729,0.6547142848620057,-0.0360026189608567,,-4.349628,48.23162,0.06455545,19.672848,4.25472
TR|E2ITZ7|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.300944,2,2.0,False,-0.029912256,8.676141,1.5290555,3.1766295,-0.2595164610934625,0.8898790021430506,0.1223190183122096,,5.8379292,48.47848,-5.961621,22.88748,-0.07368994
SP|P34076|Naja_christyi,Short-chain,Short-chain,,Secreted,,8.0,17.10662,2,,False,7.446886,8.662884,10.785855,10.505318,-0.3770297157930932,-0.3858567451074914,0.2177154827471152,,26.914715,-33.858723,-14.943668,-15.768421,-0.14388832
NCBI|NAJHA_GHRV01002244.1_C372_184|Naja_haje,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.528093,2,,False,9.789179,7.706324,5.692029,3.6391096,0.0987884698533779,0.3552086280705386,-0.1488514708633935,,-3.1205828,17.014433,-1.2299713,8.748071,9.11346
NCBI|NAJHA_GHRV01000814.1_C597_352|Naja_haje,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8.0,12.242214,2,,False,9.368171,8.030878,8.440401,6.1480646,-0.2297774974450949,-0.0736956965661472,-0.0580056591027755,,14.649897,-7.9454627,-6.9435515,-2.3257563,5.4779296
SP|P25674|Naja_haje_haje,Long-chain,Long-chain,,Secreted,,10.0,11.753067,2,,False,19.10293,3.9261718,13.936465,0.66214424,-0.1825505262095783,-0.1628776617135908,0.1006032861549001,,-15.916539,-40.473476,5.2431593,-16.145105,-4.116434
SP|P01401|Naja_haje_haje,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.517734,1,,False,13.664062,4.8866715,7.204659,3.6400237,-0.0376215726068097,0.0419191041399139,-0.1842153407012881,,-11.062957,3.7646096,-0.46575296,4.032658,2.8094282
SP|P01415|Naja_haje_haje,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8.0,12.1732855,2,,False,9.139741,8.306318,8.570268,5.9100733,-0.1777035607196767,-0.1128055375523108,-0.0898950597815755,,15.015143,-8.586447,-6.348888,-3.0444803,5.415357
SP|P01457|Naja_haje_haje,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,13.287948,2,,False,0.28167057,10.447001,0.70830184,3.1090412,-0.3456813168002596,0.4658280583683929,0.0775315734197302,,6.3507032,36.89222,-5.674293,14.829169,-1.9437101
SP|P25675|Naja_haje_haje,Short-chain,Short-chain,,Secreted,,8.0,16.234644,2,,False,6.9493756,8.636849,9.854895,10.054442,-0.4172257408797263,-0.2889078139451795,0.1616838471842361,,27.693949,-28.634706,-16.37204,-11.671503,0.46423924
SP|P01391|Naja_kaouthia,Long-chain,Long-chain,,Secreted,,10.0,11.694594,2,,False,19.232931,4.0178304,14.129424,0.6419279,-0.1845833782793519,-0.0977146736481397,0.0779989680531984,,-15.110116,-41.526043,4.1323996,-16.929016,-3.7317
SP|P0DSM9|Naja_kaouthia,Non-standard,Non-standard,,Secreted,,8.0,13.123535,1,,False,7.2116976,10.143443,8.214234,6.9861546,-0.3125464756319903,-0.2482230676069461,0.0086978285669435,,27.737738,-6.4790845,-17.451265,-3.555715,4.675948
SP|P25679|Naja_kaouthia,Plesiotypic,Plesiotypic,,Secreted,,10.0,7.860831,1,,False,13.215158,5.872582,6.6920896,3.4170616,0.0467464627727581,0.1290196239345162,-0.2642829343078294,,-11.236379,6.9484024,2.1124482,6.080802,3.7283943
SP|P82935|Naja_kaouthia,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,7.657784,1,1.0,False,13.289077,5.634467,6.636567,3.2402174,0.1024961347576492,0.1467229735935043,-0.3009841546067235,,-11.537888,7.183349,2.5789318,6.2336,3.343234
SP|P01445|Naja_kaouthia,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,12.997222,2,,False,-0.8337628,11.009553,0.76244205,3.8046608,-0.2888780123353296,0.5454243724658071,0.0596030910672172,,2.028067,38.33269,-2.3436096,16.130215,-3.31757
SP|P01446|Naja_kaouthia,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,12.867483,2,,False,-0.6188743,10.804528,0.5885902,3.6868544,-0.2814840971831659,0.5555243582525586,0.0710291982924047,,2.310555,38.444878,-2.8762002,16.31237,-2.9441764
SP|P0CH80|Naja_kaouthia,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,12.868294,2,,False,-0.6916192,10.857673,0.6651658,3.7803376,-0.2881545661580342,0.5540566403721273,0.0488445259297525,,2.237779,38.861237,-1.9601846,16.670036,-2.9956806
SP|P0DSN0|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,11.354528,2,,False,7.5123763,10.885944,8.006568,6.7394648,-0.1914346703310326,-0.0616120862927427,0.0880370314475695,,23.745806,3.978574,-12.746764,0.60968876,7.178047
SP|P14541|Naja_kaouthia,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.104871,2,,False,2.053978,9.26179,2.6927161,4.557608,-0.1351086894434982,0.6866404872368272,0.0071935409127835,,-3.5150716,48.047775,-0.30617654,20.411459,3.5563793
SP|P14613|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,16.738104,2,,False,8.643351,8.288353,11.264239,9.593849,-0.4186965002631158,-0.4099902092735642,0.1678431398350016,,20.648262,-31.903069,-11.063153,-14.8238735,-0.95100546
SP|P24779|Naja_kaouthia,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.33336,2,,False,0.0715468,8.942176,1.4264953,3.2895918,-0.2427121054268371,0.8685189668649134,0.0431226279116365,,4.671416,47.19324,-4.8220716,22.049253,-0.5752636
SP|P59275|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,16.689026,2,,False,7.8506813,8.420665,10.557045,9.874537,-0.4204130163127391,-0.3430691658621362,0.1599940819769064,,24.327284,-31.2563,-13.349421,-12.9179325,-1.2174433
SP|P59276|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,16.627216,2,,False,7.751461,8.643204,10.538997,9.87135,-0.4138927010420078,-0.3261753352583046,0.2000153138393123,,24.672232,-31.511147,-13.851765,-13.141683,-1.539612
SP|P82462|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,11.234164,1,,False,10.202523,7.318816,7.868139,6.063163,-0.0779780284576367,-0.0020008910048979,-0.0092792995465961,,8.580966,-7.665229,-8.8958,-0.9344314,-3.0377624
SP|P82463|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,11.52195,1,,False,10.698708,7.047689,7.6617327,6.417903,-0.2109370743667559,0.0547597770687815,0.0161109275050197,,7.0152287,-8.951372,-7.4201374,-0.9175417,-5.012167
SP|P82464|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,13.226278,2,,False,9.274967,8.308537,9.138694,6.807899,-0.2000596217684776,-0.1231802238122913,0.020400237091871,,14.017738,-14.384737,-9.204802,-4.3805537,3.070691
SP|P82849|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8.0,17.019693,2,,False,8.790802,8.15027,11.380996,9.673974,-0.3532576973561659,-0.4003886011094274,0.1473628764189307,,20.552969,-31.315113,-10.812599,-15.918004,-1.6703532
SP|Q9DGH9|Naja_kaouthia,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8.0,11.710726,2,1.0,False,0.06382416,9.4109125,1.1486049,3.4157948,-0.2976912914209604,0.7692176059290292,0.0475432444127592,,4.0947075,45.38595,-4.2712493,19.980202,-0.98620015
SP|P01383|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10.0,10.107186,1,,False,18.5777,5.1693497,13.126102,-0.08270208,-0.0465120798646838,-0.1690155795117585,-0.0454022565158189,,-24.00869,-36.06796,6.596452,-10.987355,-9.283827
SP|P01388|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10.0,11.80661,2,,False,19.065815,3.8769984,13.985922,0.4318424,-0.1468647311931095,-0.15521586204013,0.0585292170920274,,-15.644235,-41.60148,3.4960232,-16.003542,-3.7156515
SP|P0DQQ1|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10.0,10.026797,1,,False,18.90876,4.9745865,13.20791,-0.35267183,-0.0685942153736456,-0.2098910393489603,-0.026938903925161,,-24.039085,-36.150772,6.6583195,-11.063967,-9.2823
SP|P0DQQ2|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10.0,11.788644,2,,False,19.524197,4.0225797,14.337798,0.6901705,-0.1789125352744427,-0.1719743510161512,0.0958481456377293,,-15.347713,-42.253555,3.1422138,-16.689716,-3.7911553
SP|P01400|Naja_melanoleuca,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.398737,1,,False,13.162424,5.360335,7.3726406,3.695232,-0.0194094778249581,0.0086293787244398,-0.2218645230078981,,-11.857153,2.9667406,0.40583873,3.2351947,3.8373892
SP|P01424|Naja_melanoleuca,Short-chain,Short-chain,,Secreted,,8.0,17.230946,2,,False,7.341889,8.541596,10.605183,10.650032,-0.3776678972397271,-0.3278481363909913,0.2552185483051112,,26.87657,-33.591976,-15.238875,-15.834584,-0.81424385
SP|P01448|Naja_melanoleuca,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,13.344009,2,,False,-0.07754091,10.505117,0.3538644,3.5788739,-0.2602132647881357,0.5656486428146554,0.0772052814856997,,4.784872,38.69362,-5.0366144,16.251158,-4.042537
SP|P01473|Naja_melanoleuca,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.577228,2,,False,2.0094972,9.640563,2.545761,4.8209696,-0.2050105854215277,0.5543372081030408,0.0568599158104177,,-3.519435,45.88372,0.3506876,18.778044,2.1708956
SP|P01474|Naja_melanoleuca,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.421814,2,,False,1.9438368,9.210131,2.4588032,4.710511,-0.1311001461475622,0.6673529215058152,0.0279352913411773,,-3.5761137,46.26096,0.6179918,19.359377,2.2590928
SP|P01431|Naja_mossambica,Short-chain,Short-chain,,Secreted,,8.0,17.230679,1,,False,8.402688,7.9976826,11.244008,9.871325,-0.3131226601164342,-0.402250477568652,0.0990543014992788,,21.030256,-33.156334,-10.510587,-13.659446,-1.8658488
SP|P01432|Naja_mossambica,Short-chain,Short-chain,,Secreted,,9.0,17.014246,1,,False,8.504677,7.9051485,10.990241,9.829784,-0.3708025139006218,-0.2548117705732839,0.0036280903542499,,19.757458,-33.89534,-9.402774,-13.485377,-2.8073647
SP|P01452|Naja_mossambica,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8.0,12.452137,2,,False,-0.354183,10.257825,0.9424935,3.696639,-0.3212373073881308,0.6660952140007662,0.07155554284884,,1.7654328,42.026867,-2.8411446,16.914026,-1.4715601
SP|P01467|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.720537,2,,False,0.75491977,8.888287,1.5551835,3.6584966,-0.2749597718681466,0.8496219585614784,0.0431865840200642,,1.3397163,48.231625,-5.117083,19.779524,1.6537929
SP|P01469|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.938068,2,,False,0.49481466,9.561678,1.3346927,3.9654434,-0.3560093624151472,0.6429549091867673,0.0708138159041321,,1.0650259,44.44295,-3.9777794,17.883509,0.45945066
SP|P01470|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.621487,2,,False,0.9313087,9.210811,1.7486908,3.9938836,-0.2583463326261295,0.7851747083170787,0.0012881241708261,,0.61096543,47.15155,-3.6927025,19.13482,1.8302652
SP|P25517|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,11.182666,2,,False,1.4501473,9.377101,2.2271235,4.24167,-0.125325630787574,0.7830606139121123,0.0023782892540995,,-1.3161329,48.696003,-2.521687,20.02382,3.3588572
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_11|Naja_naja,Long-chain,Long-chain,,Secreted,,10.0,11.9149685,1,,False,18.94849,3.8603055,14.00538,0.625285,-0.1706254488520533,-0.1232843686269998,0.0481246643777003,,-14.849313,-41.125206,4.515613,-16.719406,-3.2215102
SP|C0HM09|Naja_naja,Long-chain,Long-chain,,Secreted,,10.0,12.162483,2,,False,19.198002,3.7657616,14.25997,0.94913214,-0.2414091775588356,-0.1875299757874108,0.0915578323249961,,-13.019849,-42.46653,3.551553,-18.67682,-2.4399793
SP|P25668|Naja_naja,Long-chain,Long-chain,,Secreted,,10.0,12.097855,1,,False,18.968533,3.7170937,13.939806,0.82965124,-0.1832828755942528,-0.1656189730888413,0.0069459239416554,,-13.948929,-41.51545,4.862557,-17.695583,-2.900075
SP|P25669|Naja_naja,Long-chain,Long-chain,,Secreted,,10.0,11.900483,1,,False,18.99109,3.8817883,14.069652,1.0392039,-0.1722484308058224,-0.2293853217051818,0.013329988810596,,-13.8952465,-41.238888,4.5520506,-17.344019,-2.3841572
SP|P25671|Naja_naja,Long-chain,Long-chain,,Secreted,,10.0,12.003807,1,,False,19.263119,4.032303,14.322068,0.8129589,-0.2064803432023199,-0.1413529599663059,0.0423291179594304,,-14.276271,-41.89327,4.2294717,-17.850817,-3.344062
SP|P25672|Naja_naja,Long-chain,Long-chain,,Secreted,,10.0,12.203519,1,,False,19.170311,3.8262272,13.984432,1.0639948,-0.1812558001923985,-0.195947959220075,-0.0032220862290023,,-13.473384,-41.676178,4.690977,-18.289242,-2.5893517
SP|P25673|Naja_naja,Long-chain,Long-chain,,Secreted,,10.0,12.093694,1,,False,19.005764,3.8553817,14.015167,0.98192817,-0.1663518199786001,-0.263276730727427,-0.0100349841250526,,-13.420658,-41.43848,4.76562,-17.965038,-2.1808312
NCBI|Nana_c3_dn_17|Naja_naja,Non-standard,Non-standard,Basal non-standard,Secreted,,9.0,5.983034,2,,False,11.706631,5.7051053,8.784148,2.0638888,0.0738020085409689,-0.0481774262340574,-0.0666348033495945,,-33.719376,-4.6423187,11.472867,-3.1235018,-1.2623616
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_10|Naja_naja,Non-standard,Non-standard,S-type cytotoxin,Secreted,,9.0,12.969782,2,,False,-0.40064865,10.552933,0.29463542,3.8379738,-0.3318072646425121,0.4522077126884178,0.1374404893675268,,9.590124,40.024456,-8.956437,17.043003,-3.0836453
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_15|Naja_naja,Non-standard,Non-standard,S-type cytotoxin,Secreted,,9.0,12.783647,2,,False,-0.35913852,10.519375,0.42839807,3.750344,-0.3698175702901584,0.5227821795929979,0.1384117058250781,,9.588952,40.031647,-8.955428,17.045708,-3.0817504
None|Nana_c1_1|Naja_naja,Non-standard,Non-standard,,Secreted,MRK,10.0,5.1660094,2,2.0,False,13.155831,5.4759192,7.3460455,0.63651115,0.4501214163759096,0.0402512549406482,-0.1618118852241684,,-35.905514,20.925524,12.274477,11.119474,5.098591
None|Nana_c3_16|Naja_naja,Non-standard,Non-standard,Basal non-standard,Secreted,,9.0,5.784606,2,,False,11.826286,5.6056423,9.0256405,1.9620377,0.0680629239070735,-0.1997033900554812,0.1023747990499769,,-33.797253,-5.073884,11.363194,-3.888526,-1.2902825
None|Nana_c3_dn_12|Naja_naja,Non-standard,Non-standard,P-type cytotoxin,Secreted,MKT,7.0,13.8966,1,1.0,False,-0.58328056,11.022831,1.3476864,3.4518585,-0.0616321516048936,0.291515791640846,8.820000782324065e-05,,3.4337475,33.84361,-4.790303,12.978671,-5.6427593
None|Nana_c3_dn_19|Naja_naja,Non-standard,Non-standard,Basal non-standard,Secreted,,8.0,5.906203,2,,False,11.918837,5.635116,8.679851,2.1329978,0.0850383561199954,-0.0567033315792528,-0.0137348065090034,,-33.72768,-4.663602,11.466487,-3.1631846,-1.2652426
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_3|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10.0,7.723611,2,,False,13.409952,5.6302576,6.6080885,3.573855,0.0577085598545101,0.1402355580310709,-0.2559867732688947,,-10.958277,7.0988474,1.5991683,6.4874926,3.373831
